"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",1,2.98455622520448,0.636004498171097,2.98455622520448,1.08594419631883,2.21217168780797,0.360778873842082
"2",1,1.89445035359548,3.97572317728658,1.89445035359548,0.599609451516824,2.06733567906934,0.344490868721462
"3",1,0.460641051275982,-0.273193807569876,0.460641051275982,-0.472234816080002,0.77167535063506,0.327879127085932
"4",1,-2.03509142512586,-1.62330395999839,-2.03509142512586,-1.58900726072463,-2.2909399187207,0.171393640985804
"5",1,2.66968330671582,1.06439489766419,2.66968330671582,0.747785919377006,2.12161266798146,0.362836219481975
"6",1,3.30307559597866,2.99755265830341,3.30307559597866,2.17600296040019,3.59410934380527,0.396983033046136
"7",0,2.06848617090827,2.06848617090827,5.64533001181433,3.49812341955458,5.25997225951008,0.456164019827737
"8",0,5.04959072302325,5.04959072302325,9.14096463340267,4.04572454382889,8.03832443667078,0.404568879401359
"9",1,2.6146637394939,3.17763279851672,2.6146637394939,2.03434230622426,3.85712519987485,0.379325855297043
"10",1,4.05330610898081,3.98349851418728,4.05330610898081,2.4458346200415,5.30963643868188,0.380864434625148
"11",0,2.09777301387546,2.09777301387546,2.96086962175176,2.04240686649112,4.27286864536871,0.43091397197851
"12",1,-15.8992258861029,-10.3354388713519,-15.8992258861029,-10.7850050627948,-16.0802190838899,0.0710357588618809
"13",0,3.58503072604379,3.58503072604379,5.23692082304424,2.82704234767299,4.56822576164397,0.279235427881604
"14",1,4.19368217324314,1.22722311857296,4.19368217324314,1.89057525289404,5.43931618682547,0.423215778849314
"15",0,-0.485616109261284,-0.485616109261284,3.48207777924984,-0.767620028718088,1.69682644392123,0.268610865194525
"16",1,3.36862948484646,-0.237028723756557,3.36862948484646,0.444802304210488,2.2174290344156,0.323125898852433
"17",1,5.93358944401475,3.29126387251363,5.93358944401475,2.47778961927485,5.13089567511157,0.44629183167088
"18",0,2.61104582407291,2.61104582407291,6.76080333702307,3.01902950524421,7.3763008673747,0.475971060041082
"19",0,-16.3831664426519,-16.3831664426519,-24.7525574964395,-16.0803032718073,-25.2598838131468,0.0204261745028731
"20",0,2.22087321841194,2.22087321841194,3.96580860748872,1.81085402442282,4.51426282088896,0.388500333744934
"21",1,1.99254887228174,3.86892149217723,1.99254887228174,1.48221539497931,2.61452119983042,0.32494086026218
"22",0,-8.66197919628721,-8.66197919628721,-13.0300647273811,-8.96876973808498,-12.7523956730701,0.123826941691142
"23",1,0.0357263801747691,-2.06370976831847,0.0357263801747691,-1.17894681815681,-0.637027927852821,0.285074201439473
"24",1,5.14470214855058,2.62450682372617,5.14470214855058,2.08482185176162,5.84834007178905,0.437250437409059
"25",0,1.92469723311382,1.92469723311382,2.19743602928771,2.10610555591576,4.65470536743964,0.435128035577916
"26",0,0.104054322618213,0.104054322618213,1.76886449103301,1.6261809754603,3.20441393986436,0.371891307577566
"27",0,-3.62364634084482,-3.62364634084482,-7.06312340293834,-5.36147311976115,-8.6227280660995,0.162592569847761
"28",0,0.903733373426173,0.903733373426173,2.91778675190463,1.86575951410288,3.21917801701355,0.408612880192184
"29",0,-16.7010128082191,-16.7010128082191,-27.7336460249714,-16.3809737332277,-26.0033959254701,0.0232352918938366
"30",0,4.41358832785652,4.41358832785652,6.46513170042631,3.76031953009409,7.41736044038616,0.503250414163296
"31",0,1.77561786509822,1.77561786509822,2.3751851119701,1.43288788492304,3.01472698663045,0.386957086839601
"32",0,1.62179902774398,1.62179902774398,4.87615702437884,2.33872932231273,5.18833826368755,0.256655971263161
"33",0,0.748727475787115,0.748727475787115,2.17618806111557,0.867068480641751,1.73906640166049,0.37484102624802
"34",1,4.40591232666159,3.79500586847348,4.40591232666159,2.1780158001036,4.65978321926053,0.424249306678959
"35",1,0.8079309085402,0.459868430188698,0.8079309085402,0.257573366266026,2.03722539646713,0.359180341555522
"36",0,0.0372078104738569,0.0372078104738569,3.41230681788246,1.73915708364095,4.37442763972798,0.42562153729568
"37",1,3.94103265567926,2.08508569976973,3.94103265567926,2.15078800610182,4.86025251627791,0.447130573731705
"38",1,1.44762991325469,-0.929360116877965,1.44762991325469,-1.19171777994101,0.369390558221117,0.353121369353682
"39",0,-1.44082306815407,-1.44082306815407,-2.19219690259634,-2.05821229894247,-2.70097543276444,0.309476690581067
"40",0,3.64872828746529,3.64872828746529,7.90230456502156,4.10782740946962,8.02125097408854,0.50904109092936
"41",0,2.26692482305162,2.26692482305162,4.40020970140838,1.80180004025412,3.94737438124869,0.383852407610904
"42",0,1.88154481556167,1.88154481556167,5.89863355274367,1.90731076490414,4.65943813800098,0.357774455036349
"43",0,4.5218310754815,4.5218310754815,3.43971073624232,3.09964431306723,4.87944791859371,0.445788480639571
"44",0,-1.4228671075156,-1.4228671075156,1.1491018822257,-1.97361841395716,1.25762000451607,0.200196613700408
"45",0,2.02514197055691,2.02514197055691,3.93586535555852,1.5298658728304,4.35627069796993,0.38109890900347
"46",0,1.71140429781542,1.71140429781542,1.35989678382478,1.04786780535266,2.59038199502938,0.356580200501864
"47",0,5.40302025907106,5.40302025907106,10.3239706101215,3.63402102363576,7.89335117795573,0.499348245960248
"48",0,-0.257968000946051,-0.257968000946051,6.15648791285434,2.69029772459864,4.69509080191633,0.449916835694184
"49",0,3.2927252071268,3.2927252071268,3.43044259390921,1.96131358047477,4.35806881017345,0.420105384792256
"50",0,1.799494457352,1.799494457352,5.82732350943552,2.29505171508506,5.89339108952203,0.46212194075779
"51",0,1.66714531662797,1.66714531662797,2.4078918846125,1.66500634885331,2.65879758338174,0.33144815101296
"52",0,1.06185631395567,1.06185631395567,5.75356415960099,2.01437076755678,4.16807181243153,0.273753184914076
"53",1,4.96115257864476,1.2828924829768,4.96115257864476,2.24346846886561,4.01773626153936,0.386398518984716
"54",0,-6.72274882616703,-6.72274882616703,-9.75550653859181,-6.39422999900151,-8.70349025516822,0.140066286180952
"55",0,0.457106631673441,0.457106631673441,6.92155896415196,2.32156990193788,6.30350948208305,0.429048428928514
"56",0,0.118582894428853,0.118582894428853,2.57937236424227,1.1216214416702,1.40464102219552,0.281494291664188
"57",0,1.21451775630578,1.21451775630578,2.62753424734771,0.665933313593389,1.24545687147454,0.277983417786501
"58",0,1.85770309576506,1.85770309576506,2.78087313658613,0.462336604599878,2.16123894210563,0.371532570242739
"59",0,3.11569266706742,3.11569266706742,6.65719501183307,3.24291088258049,5.40392373517199,0.417678647776668
"60",0,-0.663962269098965,-0.663962269098965,-0.416549620918652,-0.800895232549966,-0.102501664998671,0.29408349646885
"61",1,5.13862410995911,1.92991495280504,5.13862410995911,2.26212273939336,6.33096520253159,0.42114925957462
"62",0,-4.51103049456591,-4.51103049456591,-6.34164962693462,-4.2608350733526,-5.48614702749974,0.18738076597809
"63",0,2.81718239920979,2.81718239920979,3.05964505521967,1.86318744296067,3.53446403290428,0.412135873129645
"64",0,-3.01838062050745,-3.01838062050745,0.25506596438839,-2.0056726287718,-0.702905685553675,0.279913901427104
"65",0,2.41998399681492,2.41998399681492,6.14783590362439,1.95504637378161,4.43478229370284,0.266566964157192
"66",0,-6.7553426963897,-6.7553426963897,-10.7060445231015,-7.58012288699696,-11.0033246590672,0.111367758580016
"67",0,-2.44162556344955,-2.44162556344955,2.26958017972571,-1.12402481977278,1.339329353273,0.364791921481191
"68",0,5.13308596233714,5.13308596233714,7.96703540505393,4.08774054731124,8.68326483559438,0.35927309738082
"69",1,2.73909057794623,2.82993238338356,2.73909057794623,1.88122558557213,4.00255484850958,0.366841114013257
"70",0,-15.741040980587,-15.741040980587,-23.4096467675753,-15.5705209812732,-23.1231196852537,0.0425098877209128
"71",1,1.84054289071073,1.61079810292756,1.84054289071073,1.83324403318536,2.06506500568412,0.413767456348578
"72",0,-0.818312898063504,-0.818312898063504,1.71954925019852,0.743547603341393,2.18270429191079,0.37981062265903
"73",0,2.42270074398627,2.42270074398627,4.41778189688238,2.62466400092472,5.32160067829989,0.462596983149167
"74",1,-5.6801707115754,-1.42095214670008,-5.6801707115754,-4.06960491301007,-6.21910710315959,0.214712649134459
"75",0,2.85131720945446,2.85131720945446,5.70114686314484,2.89429177781988,5.11900333281326,0.40355734984511
"76",0,2.35847496140739,2.35847496140739,4.51543031699671,2.03596976047714,3.91482767320561,0.424576697292724
"77",0,2.05322558341884,2.05322558341884,4.80315845278101,1.90550081017117,4.42994322576354,0.236855324297732
"78",0,3.89541965753085,3.89541965753085,7.15577011029624,3.67261244351133,7.57130446111203,0.325759829130517
"79",0,1.83982952066236,1.83982952066236,2.72036467024296,1.02373464551708,3.25271700197078,0.22587157970083
"80",0,2.75319556902901,2.75319556902901,5.88045130608378,1.84510650248846,5.42473964965795,0.237565729744117
"81",1,5.41833257960282,2.66540585743633,5.41833257960282,1.40844532547592,4.59907992668245,0.410753944774001
"82",0,1.77607472304538,1.77607472304538,4.04585892115308,1.09343959047484,3.49326689851773,0.414918783887444
"83",0,2.40746548480126,2.40746548480126,2.50782923523105,1.87909741231198,3.829899273307,0.394960716218499
