"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",1,8.29149448088556,9.23996741862812,8.29149448088556,9.50726636806291,8.00726525025295,0.648805074033065
"2",0,-14.9831555291647,-14.9831555291647,0.384379866155579,-13.6382378824413,1.74424863558274,0.100588340181018
"3",0,-7.4557259484269,-7.4557259484269,10.8111663991394,-8.0849860032742,10.3663774123299,0.191882480160134
"4",0,-8.84767585420316,-8.84767585420316,-1.52856446192586,-11.0832397957357,-1.28509138515464,0.120933184922379
"5",0,3.60297193779586,3.60297193779586,6.25460636660248,3.87669378046387,5.90942770010222,0.463104213795011
"6",1,9.09507292191173,1.48468127058292,9.09507292191173,2.16322480043084,9.93410387355618,0.436609046996857
"7",1,4.5168922237065,-0.651998574451916,4.5168922237065,-1.40962132040663,5.53166091157055,0.313974146930175
"8",0,-3.8763235013865,-3.8763235013865,2.11626989928193,-4.64149224508688,2.34413223959537,0.208875571779765
"9",0,-0.938278883715967,-0.938278883715967,4.9314795874303,-0.313420039034144,4.15714416103019,0.350420294731592
"10",0,-1.73758731475009,-1.73758731475009,0.0979186458438005,-3.0544413623425,0.83616454221437,0.281456538321702
"11",0,2.41408628014731,2.41408628014731,6.14192320328727,2.47162103100802,5.76116022629345,0.43310294405116
"12",1,5.86526660338944,-9.61630028630279,5.86526660338944,-11.4594448520649,5.93087506187016,0.130894516211345
"13",0,1.78022445278927,1.78022445278927,5.37305153587524,1.56785301835397,5.95232808772304,0.418197903607051
"14",1,0.104249703651028,-1.54172748195358,0.104249703651028,-1.50678463266688,1.48342798093357,0.317071886426961
"15",1,4.45719979692958,-0.811692591916236,4.45719979692958,-1.74576119649108,3.10955190509367,0.319295180237614
"16",1,4.62343743294372,3.38760703175868,4.62343743294372,3.59155906353613,2.63716891015583,0.484647712168377
"17",0,5.64881585461698,5.64881585461698,6.04744658349405,3.8346373480165,5.68771781512579,0.491601123846163
"18",0,-1.33058334416523,-1.33058334416523,2.22271673416086,-0.0980249037460521,2.63479568035599,0.364989460448494
"19",0,-4.86984318236069,-4.86984318236069,9.96846411688069,-4.84323307815749,10.1129386482329,0.178451805805072
"20",1,6.83755155144861,-0.102748733005585,6.83755155144861,-0.764816639574378,7.59192589270332,0.336812638598937
"21",0,1.42836925479166,1.42836925479166,11.5119382221368,0.37583458430459,10.699029665743,0.351264703483138
"22",0,-8.40352225091334,-8.40352225091334,3.02067541284163,-8.07623973400507,4.13490659897653,0.170279825799475
"23",0,-6.6168229257522,-6.6168229257522,-0.721948810312563,-7.15936110615402,0.622128990946408,0.208004684498346
"24",1,4.46394187868118,-6.38699506413154,4.46394187868118,-4.79508256780172,5.99721203740825,0.242397207354943
"25",0,-0.830649367406302,-0.830649367406302,5.13648575529081,-1.45721312643287,4.88549424420068,0.321960035664312
"26",1,7.55362191823672,6.06431754557018,7.55362191823672,4.82486497652497,7.37881797901053,0.525458991101373
"27",0,-0.390861736535924,-0.390861736535924,12.9073612305719,-1.66585624245167,13.6115101674194,0.29392507809814
