"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",0,-19.861562045327,-19.861562045327,-6.42177541039227,-21.4644773183424,-7.78399886561419,0.0441850734300384
"2",0,-3.49620460866234,-3.49620460866234,5.91281275026998,-2.69651175453312,6.16574682528582,0.345036712935733
"3",0,-7.5336762746579,-7.5336762746579,-2.31657281733924,-6.91594272087274,-2.73963409402883,0.2829178319427
"4",0,-4.4955131909558,-4.4955131909558,7.22869078220515,-3.43425729289225,7.28976843850684,0.328894194503039
"5",0,2.8567784941463,2.8567784941463,0.956578849681723,1.08072365704497,2.03684144277489,0.347710999493143
"6",0,-0.162142635518957,-0.162142635518957,0.896162421460626,-1.12098737918106,2.82824760687446,0.37061010008158
"7",0,-3.32863452598293,-3.32863452598293,5.87478943758339,-1.40035937449446,5.74612622589036,0.416102538038743
"8",0,-3.10677077444464,-3.10677077444464,-2.00399120615714,-3.72488869205373,-1.59122401081068,0.315404151745021
"9",1,6.89753912269878,-2.82924111803514,6.89753912269878,-3.32960046835114,8.345987623211,0.332520878000344
"10",1,-0.678909331822665,-3.88155019751049,-0.678909331822665,-4.48909887843284,-1.14123546606309,0.34083170272916
"11",0,-8.91255189186108,-8.91255189186108,-3.6138002584693,-7.93731419382309,-3.78392702677266,0.200466550363636
"12",0,1.17091246872365,1.17091246872365,3.93021133044702,1.16983211627982,3.77194872879252,0.394557664475305
"13",0,-3.23949516332617,-3.23949516332617,1.21716939495782,-1.92966909668463,1.18032638790247,0.409515091013691
"14",1,3.27508241202939,3.3664013360114,3.27508241202939,2.70344894036585,4.90725818203508,0.343621751432814
"15",0,1.14958120652199,1.14958120652199,-1.52896858558111,2.43386202928624,-0.817105846410428,0.33575070947087
"16",1,3.21687280075499,-1.29295410613194,3.21687280075499,-0.212426897640613,2.16646201066807,0.3632791266584
"17",0,-1.715391488358,-1.715391488358,-0.536393672441488,-2.16801815780332,-1.58509033335747,0.34158123608885
"18",1,-0.619251861544502,2.58588131651299,-0.619251861544502,2.61589234852794,-1.00565745999992,0.369441265316984
"19",0,-0.222864434428137,-0.222864434428137,2.55152363256783,0.182830480797781,4.4081168412374,0.35474596073266
"20",0,0.398917287730316,0.398917287730316,2.91672456073489,0.465910235850009,3.53527677451375,0.385522485558515
"21",0,-0.463070942289193,-0.463070942289193,1.68682651199362,-0.13955620523562,2.69968957234251,0.3848488699332
"22",0,0.881962510012477,0.881962510012477,4.42655677846174,2.35811513938496,5.26500720185827,0.336253266020302
"23",0,-2.11771024049886,-2.11771024049886,5.66016154894592,0.456109046857314,5.74383573659377,0.370857447708218
"24",1,-2.88753333598031,-4.31757973995557,-2.88753333598031,-3.91401052728237,-2.29768854161992,0.268172266654803
"25",1,0.71004879394713,-1.11211467430306,0.71004879394713,-1.80299578160211,-0.458430140099409,0.370133296546527
"26",1,0.0725389024018038,-1.71381526408815,0.0725389024018038,-2.52490058258239,-0.403996875495153,0.367646403167396
"27",0,-4.50992980353302,-4.50992980353302,-2.69464573726522,-4.05965530374055,-1.42507893447672,0.346736175659572
"28",0,-0.539156555577121,-0.539156555577121,1.48777416918446,-1.30630797255768,0.613808918132889,0.403639167678233
"29",0,-1.01375097593568,-1.01375097593568,7.55791613073462,-1.96595250463346,6.74428806741425,0.359025389796781
"30",0,-3.2282363449739,-3.2282363449739,-0.400618383262505,-2.47784496051066,-0.206123163751229,0.350926436638749
"31",1,2.92616996336648,-0.136948706729671,2.92616996336648,-0.449857606341961,0.05555717044939,0.394643933931189
"32",0,-0.648375625488168,-0.648375625488168,1.03206946943946,0.575975553500327,0.440077146934783,0.396237051021619
"33",0,-0.462997944815454,-0.462997944815454,2.78251258737086,-1.40811981809945,0.761935284948535,0.372745323221686
"34",1,2.71754411104199,0.544128350702479,2.71754411104199,0.224085261356256,2.23130137842877,0.383620212332153
"35",1,3.04612716118186,0.971994910360312,3.04612716118186,2.21704618703492,1.72123958280174,0.388061190866837
"36",0,1.26344173704551,1.26344173704551,-0.512147630743324,0.028131910365377,-0.632478195311094,0.372160690188523
"37",0,-0.814162576288465,-0.814162576288465,8.4839918314501,-1.64002569721363,8.18548942686313,0.3465507056915
"38",1,-1.86851269707945,-2.26440433728472,-1.86851269707945,-2.1406761605825,-0.0396680118019077,0.386660619115082
"39",0,-3.80886463613555,-3.80886463613555,1.91097593246539,-3.24543225230993,0.9472169627916,0.432153268957324
"40",0,-5.68705877317098,-5.68705877317098,0.553807224757407,-2.88891692273821,0.200440203463614,0.35236319784201
