"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",1,2.3236690508448,-3.49159849792716,2.3236690508448,-4.58154388675671,1.65585751805841,0.332895890612388
"2",0,-0.0698183642079715,-0.0698183642079715,3.99074485331962,-1.3413029672416,4.22315703218349,0.356797296667857
"3",0,1.55659024314376,1.55659024314376,4.21541718235465,0.369407786937415,4.74150945782213,0.354414123320407
"4",0,0.371234358991404,0.371234358991404,6.16995077845643,1.35676967226003,6.79776015601479,0.384812503284972
"5",1,2.0019345118589,-3.25215228586379,2.0019345118589,-2.80871479746143,2.61854970559945,0.263389730707292
"6",0,-5.64243412116796,-5.64243412116796,0.516185636206901,-5.08141623796097,1.5006010711211,0.236947027186436
"7",0,11.1878196035905,11.1878196035905,8.94079973100162,11.1684618089131,10.0563395831865,0.506449602096498
"8",0,-1.26280952944622,-1.26280952944622,5.02418443769426,-1.20349580495902,6.06282693361868,0.316051694792525
"9",0,-1.63283931755994,-1.63283931755994,4.42446334478097,-1.00765308606645,4.58203492309023,0.368110212999381
"10",0,0.111584857170864,0.111584857170864,4.53459560563828,0.0145680158551125,4.42968667034757,0.302400342604401
"11",0,-1.85585031772801,-1.85585031772801,4.27190883079268,-0.14228340605377,6.0842000915865,0.349976653408823
"12",0,1.05216861081815,1.05216861081815,5.4868378377502,1.40556567510405,5.46482279118316,0.294057093392556
"13",0,1.21056003888099,1.21056003888099,5.46747335608902,0.365107098670673,4.88169920470092,0.276169558670873
"14",0,0.839556927416148,0.839556927416148,5.1411129712855,0.871201026792913,5.10399149901498,0.325881850840292
"15",0,-20.9259195970921,-20.9259195970921,-6.576652733675,-23.3237244753939,-5.75716059502984,0.0733348855220212
"16",0,6.72500633370607,6.72500633370607,10.729190395239,6.29567127543475,11.5143228528597,0.219535689537398
"17",1,4.30330752186283,0.373941733904224,4.30330752186283,-1.44700828631303,4.04277414803046,0.281550714037216
"18",1,2.36088183289732,-1.33935520378811,2.36088183289732,-1.91780305402743,2.83951646669076,0.243221021271798
"19",0,3.37181754441355,3.37181754441355,5.71542791885827,3.63689418822943,5.27755965541865,0.330918987915823
"20",0,1.43099831249641,1.43099831249641,8.82782081496594,1.10610818205754,7.24518279797069,0.318312984281344
"21",0,0.396717648236935,0.396717648236935,4.95978400949225,0.755960840254194,6.89210349528825,0.282308562575472
"22",1,7.63118460925511,0.726585513272374,7.63118460925511,3.41697524551148,6.84643810276945,0.375131338812363
"23",0,1.56463911238786,1.56463911238786,5.7623916221427,2.31502064775483,5.83235611585966,0.364593350732696
"24",0,0.0174703463976529,0.0174703463976529,6.35456887461398,1.06420337230127,5.56843419740859,0.329027592944244
